Romania,Romania
Russia,Russia
Rwanda,Rwanda
Saint Barthelemy,SaintBarthelemy
Saint Helena,SaintHelena
Saint Helena Ascension and Tristan da Cunha,SaintHelena
Saint Kitts and Nevis,SaintKittsNevis
Saint Lucia,SaintLucia
Saint Martin,SaintMartin
Saint Pierre and Miquelon,SaintPierreMiquelon
Saint Vincent and the Grenadines,SaintVincentGrenadines
Samoa,Samoa
San Marino,SanMarino
São Tomé and Príncipe,SaoTomePrincipe
Saudi Arabia,SaudiArabia
Senegal,Senegal
Serbia,Serbia
Seychelles,Seychelles
Sierra Leone,SierraLeone
Singapore,Singapore
Sint Maarten,SintMaarten
Slovakia,Slovakia
Slovenia,Slovenia
Solomon Islands,SolomonIslands
Somalia,Somalia
South Africa,SouthAfrica
South Georgia and the South Sandwich Islands,SouthGeorgiaAndTheSouthSandwichIslands
South Korea,SouthKorea
South Sudan,SouthSudan
Spain,Spain
Sri Lanka,SriLanka
Sudan,Sudan
Suriname,Suriname
Svalbard,Svalbard
Eswatini,Swaziland
Sweden,Sweden
Switzerland,Switzerland
Syria,Syria
Taiwan,Taiwan
Tajikistan,Tajikistan
Tanzania,Tanzania
Thailand,Thailand
Togo,Togo
Tokelau,Tokelau
Tonga,Tonga
Trinidad and Tobago,TrinidadTobago
Tunisia,Tunisia
Turkey,Turkey
Turkmenistan,Turkmenistan
Turks and Caicos Islands,TurksCaicosIslands
Tuvalu,Tuvalu
Uganda,Uganda
Ukraine,Ukraine
United Arab Emirates,UnitedArabEmirates
United Kingdom,UnitedKingdom
United States,UnitedStates
United States Minor Outlying Islands,UnitedStatesMinorOutlyingIslands
United States Virgin Islands,UnitedStatesVirginIslands
Uruguay,Uruguay
Uzbekistan,Uzbekistan
Vanuatu,Vanuatu
Vatican City,VaticanCity
Venezuela,Venezuela
Vietnam,Vietnam
Wallis and Futuna Islands,WallisFutuna
West Bank,WestBank
Western Sahara,WesternSahara
Yemen,Yemen
Zambia,Zambia
Zimbabwe,Zimbabwe
